627|Robin Hood: Prince of Thieves (1991)|1991|9|63
628|Sleepers (1996)|1996|7|133
629|Victor/Victoria (1982)|1982|6|64
630|Great Race, The (1965)|1965|6|25
631|Crying Game, The (1992)|1992|2|95
632|Sophie's Choice (1982)|1982|9|45
633|Christmas Carol, A (1938)|1938|9|57
634|Microcosmos: Le peuple de l'herbe (1996)|1996|8|16
635|Fog, The (1980)|1980|12|19
636|Escape from New York (1981)|1981|2|73
637|Howling, The (1981)|1981|6|33
638|Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)|1982|9|36
639|Tin Drum, The (Blechtrommel, Die) (1979)|1979|9|34
640|Cook the Thief His Wife & Her Lover, The (1989)|1989|9|69
641|Paths of Glory (1957)|1957|9|28
642|Grifters, The (1990)|1990|7|69
643|The Innocent (1994)|1994|9|2
644|Thin Blue Line, The (1988)|1988|8|29
645|Paris Is Burning (1990)|1990|8|20
646|Once Upon a Time in the West (1969)|1969|19|34
647|Ran (1985)|1985|9|57
648|Quiet Man, The (1952)|1952|6|54
649|Once Upon a Time in America (1984)|1984|7|42
650|Seventh Seal, The (Sjunde inseglet, Det) (1957)|1957|9|65
651|Glory (1989)|1989|2|141
652|Rosencrantz and Guildenstern Are Dead (1990)|1990|6|66
653|Touch of Evil (1958)|1958|7|28
654|Chinatown (1974)|1974|11|118
655|Stand by Me (1986)|1986|3|182
656|M (1931)|1931|7|36
657|Manchurian Candidate, The (1962)|1962|11|105
658|Pump Up the Volume (1990)|1990|9|65
659|Arsenic and Old Lace (1944)|1944|6|92
660|Fried Green Tomatoes (1991)|1991|9|123
661|High Noon (1952)|1952|19|70
662|Somewhere in Time (1980)|1980|9|63
663|Being There (1979)|1979|6|96
664|Paris, Texas (1984)|1984|9|39
665|Alien 3 (1992)|1992|2|75
666|Blood For Dracula (Andy Warhol's Dracula) (1974)|1974|12|5
667|Audrey Rose (1977)|1977|12|11
668|Blood Beach (1981)|1981|2|5
669|Body Parts (1991)|1991|12|9
670|Body Snatchers (1993)|1993|12|29
671|Bride of Frankenstein (1935)|1935|12|36
672|Candyman (1992)|1992|12|50
673|Cape Fear (1962)|1962|11|66
674|Cat People (1982)|1982|12|39
675|Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)|1922|12|43
676|Crucible, The (1996)|1996|9|65
677|Fire on the Mountain (1996)|1997|8|1
678|Volcano (1997)|1997|9|184
679|Conan the Barbarian (1981)|1981|2|92
680|Kull the Conqueror (1997)|1997|2|26
681|Wishmaster (1997)|1997|12|24
682|I Know What You Did Last Summer (1997)|1997|12|76
683|Rocket Man (1997)|1997|6|39
684|In the Line of Fire (1993)|1993|2|136
685|Executive Decision (1996)|1996|2|120
686|Perfect World, A (1993)|1993|2|37
687|McHale's Navy (1997)|1997|6|60
688|Leave It to Beaver (1997)|1997|6|36
689|Jackal, The (1997)|1997|2|68
690|Seven Years in Tibet (1997)|1997|9|130
691|Dark City (1998)|1998|11|14
692|American President, The (1995)|1995|6|127
693|Casino (1995)|1995|9|68
694|Persuasion (1995)|1995|15|36
695|Kicking and Screaming (1995)|1995|6|8
696|City Hall (1996)|1996|9|65
697|Basketball Diaries, The (1995)|1995|9|31
698|Browning Version, The (1994)|1994|9|8
699|Little Women (1994)|1994|9|79
700|Miami Rhapsody (1995)|1995|6|11
701|Wonderful, Horrible Life of Leni Riefenstahl, The (1993)|1993|8|8
702|Barcelona (1994)|1994|6|41
703|Widows' Peak (1994)|1994|9|15
704|House of the Spirits, The (1993)|1993|9|17
705|Singin' in the Rain (1952)|1952|13|99
706|Bad Moon (1996)|1996|12|5
707|Enchanted April (1991)|1991|9|60
708|Sex, Lies, and Videotape (1989)|1989|9|84
709|Strictly Ballroom (1992)|1992|6|83
710|Better Off Dead... (1985)|1985|6|67
711|Substance of Fire, The (1996)|1996|9|0
712|Tin Men (1987)|1987|6|45
713|Othello (1995)|1995|9|57
714|Carrington (1995)|1995|9|10
715|To Die For (1995)|1995|6|71
716|Home for the Holidays (1995)|1995|9|37
717|Juror, The (1996)|1996|9|65
718|In the Bleak Midwinter (1995)|1996|6|15
719|Canadian Bacon (1994)|1994|6|21
720|First Knight (1995)|1995|2|72
721|Mallrats (1995)|1995|6|41
722|Nine Months (1995)|1995|6|44
723|Boys on the Side (1995)|1995|6|24
724|Circle of Friends (1995)|1995|9|61
725|Exit to Eden (1994)|1994|6|11
726|Fluke (1995)|1995|5|12
727|Immortal Beloved (1994)|1994|9|50
728|Junior (1994)|1994|6|38
729|Nell (1994)|1994|9|65
730|Queen Margot (Reine Margot, La) (1994)|1996|9|20
731|Corrina, Corrina (1994)|1994|6|31
732|Dave (1993)|1993|6|146
733|Go Fish (1994)|1994|9|12
734|Made in America (1993)|1993|6|20
735|Philadelphia (1993)|1993|9|114
736|Shadowlands (1993)|1993|9|57
737|Sirens (1994)|1994|6|49
738|Threesome (1994)|1994|6|23
739|Pretty Woman (1990)|1990|6|132
740|Jane Eyre (1996)|1996|9|50
741|Last Supper, The (1995)|1996|9|45
742|Ransom (1996)|1996|9|203
743|Crow: City of Angels, The (1996)|1996|2|29
744|Michael Collins (1996)|1996|9|75
745|Ruling Class, The (1972)|1972|6|12
746|Real Genius (1985)|1985|6|92
747|Benny & Joon (1993)|1993|6|78
748|Saint, The (1997)|1997|2|256
749|MatchMaker, The (1997)|1997|6|48
750|Amistad (1997)|1997|9|101
751|Tomorrow Never Dies (1997)|1997|2|145
752|Replacement Killers, The (1998)|1998|2|31
753|Burnt By the Sun (1994)|1994|9|20
754|Red Corner (1997)|1997|7|47
755|Jumanji (1995)|1995|2|81
756|Father of the Bride Part II (1995)|1995|6|106
757|Across the Sea of Time (1995)|1995|8|4
758|Lawnmower Man 2: Beyond Cyberspace (1996)|1996|16|15
759|Fair Game (1995)|1995|2|6
760|Screamers (1995)|1995|16|40
761|Nick of Time (1995)|1995|2|33
762|Beautiful Girls (1996)|1996|9|91
763|Happy Gilmore (1996)|1996|6|130
764|If Lucy Fell (1996)|1996|6|19
765|Boomerang (1992)|1992|6|27
766|Man of the Year (1995)|1996|8|4
767|Addiction, The (1995)|1995|12|8
768|Casper (1995)|1995|3|40
769|Congo (1995)|1995|2|38
770|Devil in a Blue Dress (1995)|1995|7|45
771|Johnny Mnemonic (1995)|1995|2|31
772|Kids (1995)|1995|9|37
773|Mute Witness (1994)|1994|17|12
774|Prophecy, The (1995)|1995|12|24
775|Something to Talk About (1995)|1995|6|19
776|Three Wishes (1995)|1995|9|8
777|Castle Freak (1995)|1995|12|3
778|Don Juan DeMarco (1995)|1995|6|56
779|Drop Zone (1994)|1994|2|22
780|Dumb & Dumber (1994)|1994|6|54
781|French Kiss (1995)|1995|6|69
782|Little Odessa (1994)|1994|9|8
783|Milk Money (1994)|1994|6|29
784|Beyond Bedlam (1993)|1993|9|1
785|Only You (1994)|1994|6|26
786|Perez Family, The (1995)|1995|6|11
787|Roommates (1995)|1995|6|9
788|Relative Fear (1994)|1994|12|2
789|Swimming with Sharks (1995)|1995|6|40
790|Tommy Boy (1995)|1995|6|52
791|Baby-Sitters Club, The (1995)|1995|5|6
792|Bullets Over Broadway (1994)|1994|6|62
793|Crooklyn (1994)|1994|6|8
794|It Could Happen to You (1994)|1994|9|39
795|Richie Rich (1994)|1994|5|17
796|Speechless (1994)|1994|6|29
797|Timecop (1994)|1994|2|27
798|Bad Company (1995)|1995|2|8
799|Boys Life (1995)|1995|9|5
800|In the Mouth of Madness (1995)|1995|12|22
801|Air Up There, The (1994)|1994|6|13
802|Hard Target (1993)|1993|2|32
803|Heaven & Earth (1993)|1993|2|7
804|Jimmy Hollywood (1994)|1994|6|6
805|Manhattan Murder Mystery (1993)|1993|6|21
806|Menace II Society (1993)|1993|2|36
807|Poetic Justice (1993)|1993|9|8
808|Program, The (1993)|1993|2|26
809|Rising Sun (1993)|1993|2|35
810|Shadow, The (1994)|1994|2|36
811|Thirty-Two Short Films About Glenn Gould (1993)|1993|8|14
812|Andre (1994)|1994|3|13
813|Celluloid Closet, The (1995)|1996|8|43
814|Great Day in Harlem, A (1994)|1994|8|0
815|One Fine Day (1996)|1996|9|87
816|Candyman: Farewell to the Flesh (1995)|1995|12|14
817|Frisk (1995)|1996|9|2
818|Girl 6 (1996)|1996|6|23
819|Eddie (1996)|1996|6|31
820|Space Jam (1996)|1996|3|80
821|Mrs. Winterbourne (1996)|1996|6|18
822|Faces (1968)|1968|9|3
823|Mulholland Falls (1996)|1996|7|62
824|Great White Hype, The (1996)|1996|6|37
825|Arrival, The (1996)|1996|2|69
826|Phantom, The (1996)|1996|3|71
827|Daylight (1996)|1996|2|44
828|Alaska (1996)|1996|3|11
829|Fled (1996)|1996|2|27
830|Power 98 (1995)|1996|2|0
831|Escape from L.A. (1996)|1996|2|73
832|Bogus (1996)|1996|5|17
833|Bulletproof (1996)|1996|2|42
834|Halloween: The Curse of Michael Myers (1995)|1995|12|18
835|Gay Divorcee, The (1934)|1934|6|13
836|Ninotchka (1939)|1939|6|21
837|Meet John Doe (1941)|1941|9|24
838|In the Line of Duty 2 (1987)|1996|2|3
839|Loch Ness (1995)|1995|12|2
840|Last Man Standing (1996)|1996|2|39
841|Glimmer Man, The (1996)|1996|2|41
842|Pollyanna (1960)|1960|5|20
843|Shaggy Dog, The (1959)|1959|5|21
844|Freeway (1996)|1996|7|34
845|That Thing You Do! (1996)|1996|6|138
846|To Gillian on Her 37th Birthday (1996)|1996|9|34
847|Looking for Richard (1996)|1996|8|43
848|Murder, My Sweet (1944)|1944|11|6
849|Days of Thunder (1990)|1990|2|37
850|Perfect Candidate, A (1996)|1996|8|2
851|Two or Three Things I Know About Her (1966)|1966|9|4
852|Bloody Child, The (1996)|1996|9|0
853|Braindead (1992)|1992|6|9
854|Bad Taste (1987)|1987|6|10
855|Diva (1981)|1981|2|55
856|Night on Earth (1991)|1991|6|28
857|Paris Was a Woman (1995)|1996|8|0
858|Amityville: Dollhouse (1996)|1996|12|2
859|April Fool's Day (1986)|1986|6|12
860|Believers, The (1987)|1987|12|11
861|Nosferatu a Venezia (1986)|1986|12|2
862|Jingle All the Way (1996)|1996|3|16
863|Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)|1996|9|22
864|My Fellow Americans (1996)|1996|6|67
865|Ice Storm, The (1997)|1997|9|19
866|Michael (1996)|1996|6|92
867|Whole Wide World, The (1996)|1996|9|5
868|Hearts and Minds (1996)|1997|9|3
869|Fools Rush In (1997)|1997|6|18
870|Touch (1997)|1997|15|7
871|Vegas Vacation (1997)|1997|6|62
872|Love Jones (1997)|1997|15|28
873|Picture Perfect (1997)|1997|6|71
874|Career Girls (1997)|1997|9|31
875|She's So Lovely (1997)|1997|9|44
876|Money Talks (1997)|1997|2|41
877|Excess Baggage (1997)|1997|3|44
878|That Darn Cat! (1997)|1997|5|25
879|Peacemaker, The (1997)|1997|2|112
880|Soul Food (1997)|1997|9|48
881|Money Talks (1997)|1997|2|38
882|Washington Square (1997)|1997|9|25
883|Telling Lies in America (1997)|1997|9|12
884|Year of the Horse (1997)|1997|8|6
885|Phantoms (1998)|1998|12|11
886|Life Less Ordinary, A (1997)|1997|15|41
887|Eve's Bayou (1997)|1997|9|55
888|One Night Stand (1997)|1997|9|13
889|Tango Lesson, The (1997)|1997|15|9
890|Mortal Kombat: Annihilation (1997)|1997|2|40
891|Bent (1997)|1997|9|5
892|Flubber (1997)|1997|5|42
893|For Richer or Poorer (1997)|1997|6|11
894|Home Alone 3 (1997)|1997|5|14
895|Scream 2 (1997)|1997|12|88
896|Sweet Hereafter, The (1997)|1997|9|35
897|Time Tracers (1995)|1995|2|2
898|Postman, The (1997)|1997|9|51
899|Winter Guest, The (1997)|1997|9|9
900|Kundun (1997)|1997|9|34
901|Mr. Magoo (1997)|1997|6|10
902|Big Lebowski, The (1998)|1997|6|36
903|Afterglow (1997)|1997|9|13
904|Ma vie en rose (My Life in Pink) (1997)|1997|6|15
905|Great Expectations (1998)|1998|9|22
906|Oscar & Lucinda (1997)|1997|9|15
907|Vermin (1998)|1997|6|1
908|Half Baked (1998)|1998|6|16
909|Dangerous Beauty (1998)|1998|9|12
910|Nil By Mouth (1997)|1998|9|3
911|Twilight (1998)|1998|7|4
912|U.S. Marshalls (1998)|1998|2|8
913|Love and Death on Long Island (1997)|1998|6|1
914|Wild Things (1998)|1998|7|9
915|Primary Colors (1998)|1998|9|11
916|Lost in Space (1998)|1998|2|15
917|Mercury Rising (1998)|1998|2|7
918|City of Angels (1998)|1998|15|7
919|City of Lost Children, The (1995)|1995|3|79
920|Two Bits (1995)|1995|9|5
921|Farewell My Concubine (1993)|1993|9|31
922|Dead Man (1995)|1996|19|26
923|Raise the Red Lantern (1991)|1991|9|45
924|White Squall (1996)|1996|3|72
925|Unforgettable (1996)|1996|16|28
926|Down Periscope (1996)|1996|6|81
927|Flower of My Secret, The (Flor de mi secreto, La) (1995)|1996|9|4
928|Craft, The (1996)|1996|9|88
929|Harriet the Spy (1996)|1996|5|31
930|Chain Reaction (1996)|1996|2|61
931|Island of Dr. Moreau, The (1996)|1996|16|44
932|First Kid (1996)|1996|5|31
933|Funeral, The (1996)|1996|9|17
934|Preacher's Wife, The (1996)|1996|9|61
935|Paradise Road (1997)|1997|9|6
936|Brassed Off (1996)|1997|6|29
937|Thousand Acres, A (1997)|1997|9|31
938|Smile Like Yours, A (1997)|1997|6|18
939|Murder in the First (1995)|1995|9|52
940|Airheads (1994)|1994|6|24
941|With Honors (1994)|1994|6|38
942|What's Love Got to Do with It (1993)|1993|9|33
943|Killing Zoe (1994)|1994|17|31
944|Renaissance Man (1994)|1994|6|37
945|Charade (1963)|1963|6|36
946|Fox and the Hound, The (1981)|1981|4|50
947|Big Blue, The (Grand bleu, Le) (1988)|1988|3|14
948|Booty Call (1997)|1997|6|30
949|How to Make an American Quilt (1995)|1995|9|50
950|Georgia (1995)|1995|9|20
951|Indian in the Cupboard, The (1995)|1995|3|32
952|Blue in the Face (1995)|1995|6|34
953|Unstrung Heroes (1995)|1995|6|15
954|Unzipped (1995)|1995|8|8
955|Before Sunrise (1995)|1995|9|40
956|Nobody's Fool (1994)|1994|9|42
957|Pushing Hands (1992)|1992|6|2
958|To Live (Huozhe) (1994)|1994|9|12
959|Dazed and Confused (1993)|1993|6|50
960|Naked (1993)|1993|9|18
961|Orlando (1993)|1993|9|24
962|Ruby in Paradise (1993)|1993|9|17
963|Some Folks Call It a Sling Blade (1993)|1993|9|35
964|Month by the Lake, A (1995)|1995|6|6
965|Funny Face (1957)|1957|6|14
966|Affair to Remember, An (1957)|1957|15|18
967|Little Lord Fauntleroy (1936)|1936|9|8
968|Inspector General, The (1949)|1949|13|15
969|Winnie the Pooh and the Blustery Day (1968)|1968|4|62
970|Hear My Song (1991)|1991|6|7
971|Mediterraneo (1991)|1991|6|28
972|Passion Fish (1992)|1992|9|22
973|Grateful Dead (1995)|1996|8|4
974|Eye for an Eye (1996)|1996|9|25
975|Fear (1996)|1996|17|33
976|Solo (1996)|1996|2|7
977|Substitute, The (1996)|1996|2|33
978|Heaven's Prisoners (1996)|1996|14|20
979|Trigger Effect, The (1996)|1996|9|26
980|Mother Night (1996)|1996|9|18
981|Dangerous Ground (1997)|1996|9|8
982|Maximum Risk (1996)|1996|2|16
983|Rich Man's Wife, The (1996)|1996|17|12
984|Shadow Conspiracy (1997)|1997|17|33
985|Blood & Wine (1997)|1996|9|19
986|Turbulence (1997)|1997|17|17
987|Underworld (1997)|1997|17|4
988|Beautician and the Beast, The (1997)|1997|6|77
989|Cats Don't Dance (1997)|1997|4|29
990|Anna Karenina (1997)|1997|9|27
991|Keys to Tulsa (1997)|1997|7|23
992|Head Above Water (1996)|1997|6|3
993|Hercules (1997)|1997|3|57
994|Last Time I Committed Suicide, The (1997)|1997|9|6
995|Kiss Me, Guido (1997)|1997|6|22
996|Big Green, The (1995)|1995|5|12
997|Stuart Saves His Family (1995)|1995|6|11
998|Cabin Boy (1994)|1994|6|10
999|Clean Slate (1994)|1994|6|6
1000|Lightning Jack (1994)|1994|6|7
1001|Stupids, The (1996)|1996|6|11
1002|Pest, The (1997)|1997|6|5
1003|That Darn Cat! (1997)|1997|5|7
1004|Geronimo: An American Legend (1993)|1993|9|6
1005|Double vie de V�ronique, La (Double Life of Veronique, The) (1991)|1991|9|20
1006|Until the End of the World (Bis ans Ende der Welt) (1991)|1991|9|17
1007|Waiting for Guffman (1996)|1997|6|35
1008|I Shot Andy Warhol (1996)|1996|9|28
1009|Stealing Beauty (1996)|1996|9|53
1010|Basquiat (1996)|1996|9|32
1011|2 Days in the Valley (1996)|1996|7|81
1012|Private Parts (1997)|1997|6|82
1013|Anaconda (1997)|1997|2|29
1014|Romy and Michele's High School Reunion (1997)|1997|6|76
1015|Shiloh (1997)|1997|5|7
1016|Con Air (1997)|1997|2|109
1017|Trees Lounge (1996)|1996|9|33
1018|Tie Me Up! Tie Me Down! (1990)|1990|9|27
1019|Die xue shuang xiong (Killer, The) (1989)|1989|2|24
1020|Gaslight (1944)|1944|14|28
1021|8 1/2 (1963)|1963|9|29
1022|Fast, Cheap & Out of Control (1997)|1997|8|27
1023|Fathers' Day (1997)|1997|6|28
1024|Mrs. Dalloway (1997)|1997|15|13
1025|Fire Down Below (1997)|1997|2|37
1026|Lay of the Land, The (1997)|1997|6|4
1027|Shooter, The (1995)|1995|2|3
1028|Grumpier Old Men (1995)|1995|6|109
1029|Jury Duty (1995)|1995|6|12
1030|Beverly Hillbillies, The (1993)|1993|6|17
1031|Lassie (1994)|1994|3|7
1032|Little Big League (1994)|1994|5|8
1033|Homeward Bound II: Lost in San Francisco (1996)|1996|3|26
1034|Quest, The (1996)|1996|2|21
1035|Cool Runnings (1993)|1993|6|54
1036|Drop Dead Fred (1991)|1991|6|20
1037|Grease 2 (1982)|1982|6|20
1038|Switchback (1997)|1997|17|16
1039|Hamlet (1996)|1997|9|69
1040|Two if by Sea (1996)|1996|6|19
1041|Forget Paris (1995)|1995|6|54
1042|Just Cause (1995)|1995|14|23
1043|Rent-a-Kid (1995)|1995|6|5
1044|Paper, The (1994)|1994|6|31
1045|Fearless (1993)|1993|9|21
1046|Malice (1993)|1993|17|37
1047|Multiplicity (1996)|1996|6|106
1048|She's the One (1996)|1996|6|59
1049|House Arrest (1996)|1996|6|19
1050|Ghost and Mrs. Muir, The (1947)|1947|9|36
1051|Associate, The (1996)|1996|6|36
1052|Dracula: Dead and Loving It (1995)|1995|6|18
1053|Now and Then (1995)|1995|9|19
1054|Mr. Wrong (1996)|1996|6|17
1055|Simple Twist of Fate, A (1994)|1994|9|10
1056|Cronos (1992)|1992|12|8
1057|Pallbearer, The (1996)|1996|6|12
1058|War, The (1994)|1994|3|12
1059|Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)|1996|6|28
1060|Adventures of Pinocchio, The (1996)|1996|3|31
1061|Evening Star, The (1996)|1996|6|24
1062|Four Days in September (1997)|1998|9|11
1063|Little Princess, A (1995)|1995|5|37
1064|Crossfire (1947)|1947|7|4
1065|Koyaanisqatsi (1983)|1983|8|45
1066|Balto (1995)|1995|4|14
1067|Bottle Rocket (1996)|1996|6|36
1068|Star Maker, The (Uomo delle stelle, L') (1995)|1996|9|10
1069|Amateur (1994)|1994|7|15
1070|Living in Oblivion (1995)|1995|6|25
1071|Party Girl (1995)|1995|6|11
1072|Pyromaniac's Love Story, A (1995)|1995|6|6
1073|Shallow Grave (1994)|1994|17|52
1074|Reality Bites (1994)|1994|6|65
1075|Man of No Importance, A (1994)|1994|9|6
1076|Pagemaster, The (1994)|1994|2|11
1077|Love and a .45 (1994)|1994|17|7
1078|Oliver & Company (1988)|1988|4|17
1079|Joe's Apartment (1996)|1996|6|40
1080|Celestial Clockwork (1994)|1996|6|2
1081|Curdled (1996)|1996|7|5
1082|Female Perversions (1996)|1997|9|5
1083|Albino Alligator (1996)|1997|7|4
1084|Anne Frank Remembered (1995)|1996|8|17
1085|Carried Away (1996)|1996|9|9
1086|It's My Party (1995)|1996|9|17
1087|Bloodsport 2 (1995)|1996|2|9
1088|Double Team (1997)|1997|2|10
1089|Speed 2: Cruise Control (1997)|1997|2|30
1090|Sliver (1993)|1993|17|29
1091|Pete's Dragon (1977)|1977|3|35
1092|Dear God (1996)|1996|6|9
1093|Live Nude Girls (1995)|1996|6|15
1094|Thin Line Between Love and Hate, A (1996)|1996|6|8
1095|High School High (1996)|1996|6|17
1096|Commandments (1997)|1997|15|3
1097|Hate (Haine, La) (1995)|1996|9|15
1098|Flirting With Disaster (1996)|1996|6|29
1099|Red Firecracker, Green Firecracker (1994)|1994|9|9
1100|What Happened Was... (1994)|1994|6|3
1101|Six Degrees of Separation (1993)|1993|9|58
1102|Two Much (1996)|1996|6|3
1103|Trust (1990)|1990|6|16
1104|C'est arriv� pr�s de chez vous (1992)|1992|6|1
1105|Firestorm (1998)|1998|2|14
1106|Newton Boys, The (1998)|1998|7|2
1107|Beyond Rangoon (1995)|1995|9|13
1108|Feast of July (1995)|1995|9|2
1109|Death and the Maiden (1994)|1994|9|20
1110|Tank Girl (1995)|1995|2|35
1111|Double Happiness (1994)|1996|9|7
1112|Cobb (1994)|1994|9|14
1113|Mrs. Parker and the Vicious Circle (1994)|1994|9|14
1114|Faithful (1996)|1996|6|9
1115|Twelfth Night (1996)|1996|6|24
1116|Mark of Zorro, The (1940)|1940|3|8
1117|Surviving Picasso (1996)|1996|9|14
1118|Up in Smoke (1978)|1978|6|38
1119|Some Kind of Wonderful (1987)|1987|9|46
1120|I'm Not Rappaport (1996)|1996|6|14
1121|Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)|1996|9|20
1122|They Made Me a Criminal (1939)|1939|7|1
1123|Last Time I Saw Paris, The (1954)|1954|9|1
1124|Farewell to Arms, A (1932)|1932|15|10
1125|Innocents, The (1961)|1961|17|3
1126|Old Man and the Sea, The (1958)|1958|3|26
1127|Truman Show, The (1998)|1998|9|9
1128|Heidi Fleiss: Hollywood Madam (1995) |1996|8|9
1129|Chungking Express (1994)|1996|9|22
1130|Jupiter's Wife (1994)|1996|8|1
1131|Safe (1995)|1995|17|8
1132|Feeling Minnesota (1996)|1996|9|26
1133|Escape to Witch Mountain (1975)|1975|3|20
1134|Get on the Bus (1996)|1996|9|31
1135|Doors, The (1991)|1991|9|39
1136|Ghosts of Mississippi (1996)|1996|9|23
1137|Beautiful Thing (1996)|1996|9|21
1138|Best Men (1997)|1997|2|5
1139|Hackers (1995)|1995|2|24
1140|Road to Wellville, The (1994)|1994|6|15
1141|War Room, The (1993)|1993|8|5
1142|When We Were Kings (1996)|1997|8|34
1143|Hard Eight (1996)|1997|7|12
1144|Quiet Room, The (1996)|1997|9|3
1145|Blue Chips (1994)|1994|9|9
1146|Calendar Girl (1993)|1993|9|3
1147|My Family (1995)|1995|9|13
1148|Tom & Viv (1994)|1994|9|8
1149|Walkabout (1971)|1971|9|21
1150|Last Dance (1996)|1996|9|4
1151|Original Gangstas (1996)|1996|7|4
1152|In Love and War (1996)|1997|15|27
1153|Backbeat (1993)|1993|9|14
1154|Alphaville (1965)|1965|16|10
1155|Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)|1996|6|3
1156|Cyclo (1995)|1996|7|0
1157|Relic, The (1997)|1997|12|20
1158|Fille seule, La (A Single Girl) (1995)|1996|9|3
1159|Stalker (1979)|1979|14|11
1160|Love! Valour! Compassion! (1997)|1997|9|18
1161|Palookaville (1996)|1996|2|8
1162|Phat Beach (1996)|1996|6|3
1163|Portrait of a Lady, The (1996)|1996|9|21
1164|Zeus and Roxanne (1997)|1997|5|4
1165|Big Bully (1996)|1996|6|8
1166|Love & Human Remains (1993)|1993|6|10
1167|Sum of Us, The (1994)|1994|6|9
1168|Little Buddha (1993)|1993|9|17
1169|Fresh (1994)|1994|9|4
1170|Spanking the Monkey (1994)|1994|6|25
1171|Wild Reeds (1994)|1994|9|14
1172|Women, The (1939)|1939|6|10
1173|Bliss (1997)|1997|9|7
1174|Caught (1996)|1996|9|7
1175|Hugo Pool (1997)|1997|15|2
1176|Welcome To Sarajevo (1997)|1997|9|20
1177|Dunston Checks In (1996)|1996|6|6
1178|Major Payne (1994)|1994|6|14
1179|Man of the House (1995)|1995|6|5
1180|I Love Trouble (1994)|1994|2|5
1181|Low Down Dirty Shame, A (1994)|1994|2|8
1182|Cops and Robbersons (1994)|1994|6|10
1183|Cowboy Way, The (1994)|1994|2|15
1184|Endless Summer 2, The (1994)|1994|8|8
1185|In the Army Now (1994)|1994|6|18
1186|Inkwell, The (1994)|1994|6|2
1187|Switchblade Sisters (1975)|1975|7|10
1188|Young Guns II (1990)|1990|2|36
1189|Prefontaine (1997)|1997|9|2
1190|That Old Feeling (1997)|1997|6|8
1191|Letter From Death Row, A (1998)|1998|7|3
1192|Boys of St. Vincent, The (1993)|1993|9|10
1193|Before the Rain (Pred dozhdot) (1994)|1994|9|9
1194|Once Were Warriors (1994)|1994|7|24
1195|Strawberry and Chocolate (Fresa y chocolate) (1993)|1993|9|10
1196|Savage Nights (Nuits fauves, Les) (1992)|1992|9|3
1197|Family Thing, A (1996)|1996|6|37
1198|Purple Noon (1960)|1960|7|4
1199|Cemetery Man (Dellamorte Dellamore) (1994)|1996|6|19
1200|Kim (1950)|1950|5|6
1201|Marlene Dietrich: Shadow and Light (1996) |1996|8|1
1202|Maybe, Maybe Not (Bewegte Mann, Der) (1994)|1996|6|5
1203|Top Hat (1935)|1935|6|18
1204|To Be or Not to Be (1942)|1942|6|18
1205|Secret Agent, The (1996)|1996|9|6
1206|Amos & Andrew (1993)|1993|6|10
1207|Jade (1995)|1995|17|11
1208|Kiss of Death (1995)|1995|7|16
1209|Mixed Nuts (1994)|1994|6|11
1210|Virtuosity (1995)|1995|16|28
1211|Blue Sky (1994)|1994|9|9
1212|Flesh and Bone (1993)|1993|9|2
1213|Guilty as Sin (1993)|1993|7|3
1214|In the Realm of the Senses (Ai no corrida) (1976)|1976|9|8
1215|Barb Wire (1996)|1996|2|25
1216|Kissed (1996)|1997|15|5
1217|Assassins (1995)|1995|17|30
1218|Friday (1995)|1995|6|20
1219|Goofy Movie, A (1995)|1995|4|15
1220|Higher Learning (1995)|1995|9|21
1221|When a Man Loves a Woman (1994)|1994|9|36
1222|Judgment Night (1993)|1993|2|19
1223|King of the Hill (1993)|1993|9|2
1224|Scout, The (1994)|1994|9|9
1225|Angus (1995)|1995|6|12
1226|Night Falls on Manhattan (1997)|1997|7|25
1227|Awfully Big Adventure, An (1995)|1995|9|5
1228|Under Siege 2: Dark Territory (1995)|1995|2|38
1229|Poison Ivy II (1995)|1995|9|10
1230|Ready to Wear (Pret-A-Porter) (1994)|1994|6|11
1231|Marked for Death (1990)|1990|2|19
1232|Madonna: Truth or Dare (1991)|1991|8|11
1233|N�nette et Boni (1996)|1996|9|6
1234|Chairman of the Board (1998)|1998|6|8
1235|Big Bang Theory, The (1994)|1994|7|1
1236|Other Voices, Other Rooms (1997)|1997|9|0
1237|Twisted (1996)|1996|6|5
1238|Full Speed (1996)|1996|9|7
1239|Cutthroat Island (1995)|1995|2|12
1240|Ghost in the Shell (Kokaku kidotai) (1995)|1996|4|24
1241|Van, The (1996)|1997|6|3
1242|Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)|1991|6|3
1243|Night Flier (1997)|1998|12|7
1244|Metro (1997)|1997|2|32
1245|Gridlock'd (1997)|1997|7|14
1246|Bushwhacked (1995)|1995|6|5
1247|Bad Girls (1994)|1994|19|3
1248|Blink (1994)|1994|17|13
1249|For Love or Money (1993)|1993|6|10
1250|Best of the Best 3: No Turning Back (1995)|1995|2|3
1251|A Chef in Love (1996)|1997|6|8
1252|Contempt (M�pris, Le) (1963)|1997|9|8
